499,B000G6RYNE,A16YH487W9ZYO0,Bruce G. Lindsay,0,0,4,1184198400,An indulgence with a bite,"Okay, I should not eat potato chips, nor should anyone.<br />But these are so spicy, I would find it hard to eat<br />very many. That makes them an indulgence that<br />rescues some people from overindulgence.",okay eat potato chip anyonebr spicy would find hard eatbr many make indulgence thatbr rescue people overindulgence,0.236111111,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
500,B000G6RYNE,A83YQC1XOU4CS,J. Baker,0,0,5,1183420800,The best I've had,"I don't write very many reviews but I have to say that Kettle Brand chips are the best I have ever tasted.  Every flavor is dynamite.  If you are feeling iffy about honey dijon, I would recommend cheddar beer, absolutely amazing.  And they're healthy!  (besides a lil fat)  I have eaten a lot of chips in my day and Kettle takes the cake.  Enjoy, and don't eat them too fast.",dont write many review say kettle brand chip best ever tasted every flavor dynamite feeling iffy honey dijon would recommend cheddar beer absolutely amazing theyre healthy besides lil fat eaten lot chip day kettle take cake enjoy dont eat fast,0.533333333,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
501,B000G6RYNE,A2LGWBIT9WCTVA,D. Gesswein,0,0,5,1173312000,Excellent chip!,"I bought these for the office and no one can put them down. I'm ordering more today and it has only been 2 weeks. Didn't have to shop for them either, Amazon brought it to my door!",bought office one put im ordering today week didnt shop either amazon brought door,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
502,B000G6RYNE,A3TX8RH943OLBM,annie,3,5,2,1214006400,salt and vinegar chips,It was a great value and I like the package size but not vinegary enough for me. Won't order this brand again. Great chips otherwise.,great value like package size vinegary enough wont order brand great chip otherwise,0.533333333,"[0.0, 0.0, 0.0, 0.0, 0.9151916082829904, 0.4030190071552376, 0.0, 0.0, 0.0, 0.0]"
503,B000G6RYNE,A3L4OZ0U0A5UDH,Linda Mullings,1,2,5,1349136000,Delicious!!,Perfect!! They are my favorite because I can season with a variety of spices to exactly suit my tastes without all the salt!,perfect favorite season variety spice exactly suit taste without salt,0.583333333,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
504,B000G6RYNE,A2OEUROGZDTXUJ,J. Graves,1,2,4,1327968000,I like them.,"Amazon's suggestion for a 4 star review is ""I like it.""  That being said, I gave a 5 star review to the Spicy Thai chips.  These chips are perfect for people that enjoy a spicy chip, but whose taste buds don't appreciate the added sweetness and ginger flavor.  The only thing I REALLY dislike about these chips (along with the rest of the flavors) is that the serving size is HALF the bag.  Really?  Who can eat half and save the rest for later???  Not me...",amazon suggestion star review like said gave star review spicy thai chip chip perfect people enjoy spicy chip whose taste bud dont appreciate added sweetness ginger flavor thing really dislike chip along rest flavor serving size half bag really eat half save rest later,0.20952381,"[0.0, 0.0, 0.8467930510285094, 0.0, 0.0, 0.3624808801196969, 0.0, 0.0, 0.0, 0.38929312898827034]"
505,B000G6RYNE,A30H2335OM7RD6,"apoem ""apoem""",1,2,5,1316649600,Love Kettle Chips,"These are a favorite at our home. We like the ones that have Sea Salt. We also like Barbeque  flavored. These are not ruffly chips that have ridges. These are thickly cut plain slice potatoes. They are thick and crunchy and have a great texture in your mouth. They also have a great taste. The sea salt ones, which are a favorite, have just enough salt to have salt but not so much that you feel like you have to drink a gallon of water with your chips.<br /><br />Enjoy.",favorite home like one sea salt also like barbeque flavored ruffly chip ridge thickly cut plain slice potato thick crunchy great texture mouth also great taste sea salt one favorite enough salt salt much feel like drink gallon water chipsbr br enjoy,0.238571429,"[0.2624389414772047, 0.0, 0.0, 0.0, 0.4854842028356202, 0.6413717946456398, 0.0, 0.48099368374947116, 0.0, 0.22960441637636594]"
506,B000G6RYNE,A2SYKMR242D0X6,Summer,1,2,5,1292544000,Best unsalted chips,These are the best unsalted chips around and we have tried many.  They have the best potato flavor.  They came when you said they would.,best unsalted chip around tried many best potato flavor came said would,0.725,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
507,B000G6RYNE,A27YPCR3ZXWVFE,Tiny Tim,1,2,5,1287792000,So Delicious...Yet my companions wont touch them.,"Great chips, great price.  Odds are that you will have them to yourself.  If you like your fish and chips soaked in malt vinegar, you will love these.  The best salt and vinegar chips I have ever had (and I love this flavor, mind you).  They are spectacular with deli sandwiches or on their own.  Since I have found that S&V is palatable to only the most intelligent of our species I know that my afternoon snack is all mine, unless of course I run into another heavy brained, hearty breathed like mind.  -Summary- If you like the taste of bitter sweet salty vinegar and a crispy chip to boot you wont pucker at the sight of these handily bagged morsels.  It is the first and only time I have committed to a whole case of chips and I will do it again.  Mmmmm... vinegar...",great chip great price odds like fish chip soaked malt vinegar love best salt vinegar chip ever love flavor mind spectacular deli sandwich since found sv palatable intelligent specie know afternoon snack mine unless course run another heavy brained hearty breathed like mind summary like taste bitter sweet salty vinegar crispy chip boot wont pucker sight handily bagged morsel first time committed whole case chip mmmmm vinegar,0.469230769,"[0.0, 0.0, 0.2500869245311087, 0.0, 0.48620038695997425, 0.6423179434481152, 0.4854065630045425, 0.0, 0.0, 0.22994312778433737]"
508,B000G6RYNE,A39Y59C6FTC0GL,Christine,1,2,2,1247788800,"Love Kettle Chips, but not this flavor!",I was really looking forward to trying these chips since I love cheese but I was SUPER DISAPPOINTED! I am a big fan of Kettle Chips but these tasted somewhat stale and almost plain! They are supposed to have a cheddar taste but you cannot taste any of that...it's annoying. I do not recommend this flavor..salt and vinegar and buffalo bleu are my favorite.,really looking forward trying chip since love cheese super disappointed big fan kettle chip tasted somewhat stale almost plain supposed cheddar taste cannot taste thatits annoying recommend flavorsalt vinegar buffalo bleu favorite,-0.081216931,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46673686326195885, 0.0, 0.0, 0.8843962349944663]"
